accession,label,subclass,neg_family,name,source,structure_source,confidence_score,source_filename,original_structure_path
A0A8J7YDX0,hard_negative,,lactonase,N-acyl homoserine lactonase family protein,UniProt,afdb,,A0A8J7YDX0.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A8J7YDX0.pdb
A0A4Y8LFJ2,hard_negative,,lactonase,N-acyl homoserine lactonase family protein,UniProt,afdb,,A0A4Y8LFJ2.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A4Y8LFJ2.pdb
A0A0H3YS61,hard_negative,,lactonase,N-acyl homoserine lactonase,UniProt,afdb,,A0A0H3YS61.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A0H3YS61.pdb
A0A3L7ACV6,hard_negative,,lactonase,N-acyl homoserine lactonase family protein,UniProt,afdb,,A0A3L7ACV6.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A3L7ACV6.pdb
A0A5S4WCZ2,hard_negative,,lactonase,N-acyl homoserine lactonase family protein,UniProt,afdb,,A0A5S4WCZ2.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A5S4WCZ2.pdb
A0A3L9DTP3,hard_negative,,lactonase,L-ascorbate 6-phosphate lactonase,UniProt,afdb,,A0A3L9DTP3.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A3L9DTP3.pdb
A0A8J3MU11,hard_negative,,lactonase,N-acyl homoserine lactonase,UniProt,afdb,,A0A8J3MU11.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A8J3MU11.pdb
A0AAC8VRE7,hard_negative,,lactonase,N-acyl homoserine lactonase (EC 3.1.1.81),UniProt,afdb,,A0AAC8VRE7.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0AAC8VRE7.pdb
A0A222E4V8,hard_negative,,lactonase,N-acyl homoserine lactonase (EC 3.1.1.81),UniProt,afdb,,A0A222E4V8.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A222E4V8.pdb
A0A4V0Z0M3,hard_negative,,lactonase,N-acyl homoserine lactonase family protein,UniProt,afdb,,A0A4V0Z0M3.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A4V0Z0M3.pdb
A0A4P6X9Z7,hard_negative,,lactonase,Putative quorum-quenching lactonase YtnP (EC 3.1.1.-),UniProt,afdb,,A0A4P6X9Z7.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A4P6X9Z7.pdb
A0A4U0SSC7,hard_negative,,lactonase,N-acyl homoserine lactonase family protein,UniProt,afdb,,A0A4U0SSC7.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A4U0SSC7.pdb
A0A9E7UBH1,hard_negative,,lactonase,N-acyl homoserine lactonase family protein,UniProt,afdb,,A0A9E7UBH1.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A9E7UBH1.pdb
A0A8J7JGW8,hard_negative,,lactonase,N-acyl homoserine lactonase family protein,UniProt,afdb,,A0A8J7JGW8.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A8J7JGW8.pdb
A0A7X1KRG2,hard_negative,,lactonase,N-acyl homoserine lactonase family protein,UniProt,afdb,,A0A7X1KRG2.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A7X1KRG2.pdb
A0A3R9PD20,hard_negative,,lactonase,L-ascorbate 6-phosphate lactonase (EC 3.1.1.-),UniProt,afdb,,A0A3R9PD20.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A3R9PD20.pdb
A0A1Y5RQ26,hard_negative,,lactonase,Putative quorum-quenching lactonase YtnP (EC 3.1.1.-),UniProt,afdb,,A0A1Y5RQ26.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A1Y5RQ26.pdb
A0ABD5ZEV3,hard_negative,,lactonase,N-acyl homoserine lactonase family protein,UniProt,afdb,,A0ABD5ZEV3.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0ABD5ZEV3.pdb
Q9UXX2,true_negative,,tim_barrel,,UniProt,afdb,,Q9UXX2.pdb,
A4WG77,true_negative,,tim_barrel,,UniProt,afdb,,A4WG77.pdb,
Q9SKP6,true_negative,,tim_barrel,,UniProt,afdb,,Q9SKP6.pdb,
B7H1F6,true_negative,,tim_barrel,,UniProt,afdb,,B7H1F6.pdb,
B3R3W5,true_negative,,tim_barrel,,UniProt,afdb,,B3R3W5.pdb,
B2I782,true_negative,,tim_barrel,,UniProt,afdb,,B2I782.pdb,
A6KXL2,true_negative,,tim_barrel,,UniProt,afdb,,A6KXL2.pdb,
A4G646,true_negative,,tim_barrel,,UniProt,afdb,,A4G646.pdb,
Q7MYB3,true_negative,,tim_barrel,,UniProt,afdb,,Q7MYB3.pdb,
A2C2B2,true_negative,,tim_barrel,,UniProt,afdb,,A2C2B2.pdb,
Q8G0F7,true_negative,,tim_barrel,,UniProt,afdb,,Q8G0F7.pdb,
Q2FIL9,true_negative,,tim_barrel,,UniProt,afdb,,Q2FIL9.pdb,
P15426,true_negative,,tim_barrel,,UniProt,afdb,,P15426.pdb,
P00941,true_negative,,tim_barrel,,UniProt,afdb,,P00941.pdb,
A3D7L0,true_negative,,tim_barrel,,UniProt,afdb,,A3D7L0.pdb,
B1YLE0,true_negative,,tim_barrel,,UniProt,afdb,,B1YLE0.pdb,
B2US24,true_negative,,tim_barrel,,UniProt,afdb,,B2US24.pdb,
Q631M0,true_negative,,tim_barrel,,UniProt,afdb,,Q631M0.pdb,
Q8UEY3,true_negative,,tim_barrel,,UniProt,afdb,,Q8UEY3.pdb,
B0BM40,true_negative,,tim_barrel,,UniProt,afdb,,B0BM40.pdb,
Q7X222,true_negative,,tim_barrel,,UniProt,afdb,,Q7X222.pdb,
B0TWU2,true_negative,,tim_barrel,,UniProt,afdb,,B0TWU2.pdb,
Q253S1,true_negative,,tim_barrel,,UniProt,afdb,,Q253S1.pdb,
B2FNY1,true_negative,,tim_barrel,,UniProt,afdb,,B2FNY1.pdb,
Q3BRM7,true_negative,,tim_barrel,,UniProt,afdb,,Q3BRM7.pdb,
Q8FVH2,true_negative,,tim_barrel,,UniProt,afdb,,Q8FVH2.pdb,
B7I3R5,true_negative,,tim_barrel,,UniProt,afdb,,B7I3R5.pdb,
P04789,true_negative,,tim_barrel,,UniProt,afdb,,P04789.pdb,
A7NI03,true_negative,,tim_barrel,,UniProt,afdb,,A7NI03.pdb,
P68822,true_negative,,tim_barrel,,UniProt,afdb,,P68822.pdb,
A7H5C4,true_negative,,tim_barrel,,UniProt,afdb,,A7H5C4.pdb,
B1VA75,true_negative,,tim_barrel,,UniProt,afdb,,B1VA75.pdb,
P62002,true_negative,,tim_barrel,,UniProt,afdb,,P62002.pdb,
A3CV22,true_negative,,tim_barrel,,UniProt,afdb,,A3CV22.pdb,
Q0IAV3,true_negative,,tim_barrel,,UniProt,afdb,,Q0IAV3.pdb,
A3N3L9,true_negative,,tim_barrel,,UniProt,afdb,,A3N3L9.pdb,
Q02FS4,true_negative,,tim_barrel,,UniProt,afdb,,Q02FS4.pdb,
P72484,true_negative,,tim_barrel,,UniProt,afdb,,P72484.pdb,
Q8XXP9,true_negative,,tim_barrel,,UniProt,afdb,,Q8XXP9.pdb,
B5XKI2,true_negative,,tim_barrel,,UniProt,afdb,,B5XKI2.pdb,
Q1MTI4,true_negative,,tim_barrel,,UniProt,afdb,,Q1MTI4.pdb,
Q46DY6,true_negative,,tim_barrel,,UniProt,afdb,,Q46DY6.pdb,
Q73NB9,true_negative,,tim_barrel,,UniProt,afdb,,Q73NB9.pdb,
A5G381,true_negative,,tim_barrel,,UniProt,afdb,,A5G381.pdb,
Q0HXR9,true_negative,,tim_barrel,,UniProt,afdb,,Q0HXR9.pdb,
A1T8L2,true_negative,,tim_barrel,,UniProt,afdb,,A1T8L2.pdb,
Q7V1N4,true_negative,,tim_barrel,,UniProt,afdb,,Q7V1N4.pdb,
O27120,true_negative,,tim_barrel,,UniProt,afdb,,O27120.pdb,
Q9HV51,true_negative,,tim_barrel,,UniProt,afdb,,Q9HV51.pdb,
Q97VM8,true_negative,,tim_barrel,,UniProt,afdb,,Q97VM8.pdb,
Q68ER2,true_negative,,rossmann_sdr,,UniProt,afdb,,Q68ER2.pdb,
A0A0U5GHD4,true_negative,,rossmann_sdr,,UniProt,afdb,,A0A0U5GHD4.pdb,
Q64591,true_negative,,rossmann_sdr,,UniProt,afdb,,Q64591.pdb,
P9WGR1,true_negative,,rossmann_sdr,,UniProt,afdb,,P9WGR1.pdb,
B0D8R3,true_negative,,rossmann_sdr,,UniProt,afdb,,B0D8R3.pdb,
P22245,true_negative,,rossmann_sdr,,UniProt,afdb,,P22245.pdb,
Q8IZV5,true_negative,,rossmann_sdr,,UniProt,afdb,,Q8IZV5.pdb,
B6H060,true_negative,,rossmann_sdr,,UniProt,afdb,,B6H060.pdb,
Q9EQ06,true_negative,,rossmann_sdr,,UniProt,afdb,,Q9EQ06.pdb,
Q7T2D1,true_negative,,rossmann_sdr,,UniProt,afdb,,Q7T2D1.pdb,
P0CG22,true_negative,,rossmann_sdr,,UniProt,afdb,,P0CG22.pdb,
O49332,true_negative,,rossmann_sdr,,UniProt,afdb,,O49332.pdb,
Q6CHP1,true_negative,,rossmann_sdr,,UniProt,afdb,,Q6CHP1.pdb,
Q6IAN0,true_negative,,rossmann_sdr,,UniProt,afdb,,Q6IAN0.pdb,
Q6H5J0,true_negative,,rossmann_sdr,,UniProt,afdb,,Q6H5J0.pdb,
Q5BE65,true_negative,,rossmann_sdr,,UniProt,afdb,,Q5BE65.pdb,
A0A4P8DJW8,true_negative,,rossmann_sdr,,UniProt,afdb,,A0A4P8DJW8.pdb,
O67610,true_negative,,rossmann_sdr,,UniProt,afdb,,O67610.pdb,
Q6QLL4,true_negative,,rossmann_sdr,,UniProt,afdb,,Q6QLL4.pdb,
Q8CEE7,true_negative,,rossmann_sdr,,UniProt,afdb,,Q8CEE7.pdb,
Q75KH3,true_negative,,rossmann_sdr,,UniProt,afdb,,Q75KH3.pdb,
E3VWI6,true_negative,,rossmann_sdr,,UniProt,afdb,,E3VWI6.pdb,
Q6P3L6,true_negative,,rossmann_sdr,,UniProt,afdb,,Q6P3L6.pdb,
P0AFS4,true_negative,,rossmann_sdr,,UniProt,afdb,,P0AFS4.pdb,
Q7SYS6,true_negative,,rossmann_sdr,,UniProt,afdb,,Q7SYS6.pdb,
P07160,true_negative,,rossmann_sdr,,UniProt,afdb,,P07160.pdb,
A4QTE3,true_negative,,rossmann_sdr,,UniProt,afdb,,A4QTE3.pdb,
P9WGP9,true_negative,,rossmann_sdr,,UniProt,afdb,,P9WGP9.pdb,
Q29608,true_negative,,rossmann_sdr,,UniProt,afdb,,Q29608.pdb,
B1LNJ7,true_negative,,rossmann_sdr,,UniProt,afdb,,B1LNJ7.pdb,
P39485,true_negative,,rossmann_sdr,,UniProt,afdb,,P39485.pdb,
P58381,true_negative,,rossmann_sdr,,UniProt,afdb,,P58381.pdb,
Q9PKF7,true_negative,,rossmann_sdr,,UniProt,afdb,,Q9PKF7.pdb,
O77769,true_negative,,rossmann_sdr,,UniProt,afdb,,O77769.pdb,
Q5RCF8,true_negative,,rossmann_sdr,,UniProt,afdb,,Q5RCF8.pdb,
A0A5B8YU68,true_negative,,rossmann_sdr,,UniProt,afdb,,A0A5B8YU68.pdb,
P57432,true_negative,,rossmann_sdr,,UniProt,afdb,,P57432.pdb,
A0A8D5M6H6,true_negative,,rossmann_sdr,,UniProt,afdb,,A0A8D5M6H6.pdb,
P9WGR2,true_negative,,rossmann_sdr,,UniProt,afdb,,P9WGR2.pdb,
Q9A9Z0,true_negative,,rossmann_sdr,,UniProt,afdb,,Q9A9Z0.pdb,
P06235,true_negative,,rossmann_sdr,,UniProt,afdb,,P06235.pdb,
P39640,true_negative,,rossmann_sdr,,UniProt,afdb,,P39640.pdb,
O42866,true_negative,,rossmann_sdr,,UniProt,afdb,,O42866.pdb,
P26719,true_negative,,rossmann_sdr,,UniProt,afdb,,P26719.pdb,
G2WRK0,true_negative,,rossmann_sdr,,UniProt,afdb,,G2WRK0.pdb,
Q8FHB1,true_negative,,rossmann_sdr,,UniProt,afdb,,Q8FHB1.pdb,
O07399,true_negative,,rossmann_sdr,,UniProt,afdb,,O07399.pdb,
A0R518,true_negative,,rossmann_sdr,,UniProt,afdb,,A0R518.pdb,
Q9LUE4,true_negative,,rossmann_sdr,,UniProt,afdb,,Q9LUE4.pdb,
Q68VY7,true_negative,,rossmann_sdr,,UniProt,afdb,,Q68VY7.pdb,
A0PNQ1,true_negative,,alpha_beta_hydrolase,,UniProt,afdb,,A0PNQ1.pdb,
P07383,true_negative,,alpha_beta_hydrolase,,UniProt,afdb,,P07383.pdb,
Q9XTR8,true_negative,,alpha_beta_hydrolase,,UniProt,afdb,,Q9XTR8.pdb,
Q99369,true_negative,,alpha_beta_hydrolase,,UniProt,afdb,,Q99369.pdb,
Q99685,true_negative,,alpha_beta_hydrolase,,UniProt,afdb,,Q99685.pdb,
A9R0I6,true_negative,,alpha_beta_hydrolase,,UniProt,afdb,,A9R0I6.pdb,
P82597,true_negative,,alpha_beta_hydrolase,,UniProt,afdb,,P82597.pdb,
A0A061B0Q2,true_negative,,alpha_beta_hydrolase,,UniProt,afdb,,A0A061B0Q2.pdb,
P93732,true_negative,,alpha_beta_hydrolase,,UniProt,afdb,,P93732.pdb,
P23553,true_negative,,alpha_beta_hydrolase,,UniProt,afdb,,P23553.pdb,
Q0C8M2,true_negative,,alpha_beta_hydrolase,,UniProt,afdb,,Q0C8M2.pdb,
Q1RGX6,true_negative,,alpha_beta_hydrolase,,UniProt,afdb,,Q1RGX6.pdb,
Q4ZXS0,true_negative,,alpha_beta_hydrolase,,UniProt,afdb,,Q4ZXS0.pdb,
Q54T49,true_negative,,alpha_beta_hydrolase,,UniProt,afdb,,Q54T49.pdb,
C7PDD8,true_negative,,alpha_beta_hydrolase,,UniProt,afdb,,C7PDD8.pdb,
Q5VXI9,true_negative,,alpha_beta_hydrolase,,UniProt,afdb,,Q5VXI9.pdb,
Q1IGC6,true_negative,,alpha_beta_hydrolase,,UniProt,afdb,,Q1IGC6.pdb,
Q12385,true_negative,,alpha_beta_hydrolase,,UniProt,afdb,,Q12385.pdb,
C7CM33,true_negative,,alpha_beta_hydrolase,,UniProt,afdb,,C7CM33.pdb,
Q7S1X0,true_negative,,alpha_beta_hydrolase,,UniProt,afdb,,Q7S1X0.pdb,
A1DI08,true_negative,,alpha_beta_hydrolase,,UniProt,afdb,,A1DI08.pdb,
A8GKT5,true_negative,,alpha_beta_hydrolase,,UniProt,afdb,,A8GKT5.pdb,
B1IYB5,true_negative,,alpha_beta_hydrolase,,UniProt,afdb,,B1IYB5.pdb,
G9BY57,true_negative,,alpha_beta_hydrolase,,UniProt,afdb,,G9BY57.pdb,
Q8MJJ1,true_negative,,alpha_beta_hydrolase,,UniProt,afdb,,Q8MJJ1.pdb,
A0A242M8J4,true_negative,,alpha_beta_hydrolase,,UniProt,afdb,,A0A242M8J4.pdb,
Q51758,true_negative,,alpha_beta_hydrolase,,UniProt,afdb,,Q51758.pdb,
A5I3F5,true_negative,,alpha_beta_hydrolase,,UniProt,afdb,,A5I3F5.pdb,
A7FH42,true_negative,,alpha_beta_hydrolase,,UniProt,afdb,,A7FH42.pdb,
B1XW69,true_negative,,alpha_beta_hydrolase,,UniProt,afdb,,B1XW69.pdb,
B7VH49,true_negative,,alpha_beta_hydrolase,,UniProt,afdb,,B7VH49.pdb,
P76049,true_negative,,alpha_beta_hydrolase,,UniProt,afdb,,P76049.pdb,
P0DSI2,true_negative,,alpha_beta_hydrolase,,UniProt,afdb,,P0DSI2.pdb,
A0A109QYD3,true_negative,,alpha_beta_hydrolase,,UniProt,afdb,,A0A109QYD3.pdb,
B7NMH7,true_negative,,alpha_beta_hydrolase,,UniProt,afdb,,B7NMH7.pdb,
Q5NZF6,true_negative,,alpha_beta_hydrolase,,UniProt,afdb,,Q5NZF6.pdb,
Q05861,true_negative,,alpha_beta_hydrolase,,UniProt,afdb,,Q05861.pdb,
Q6GNY7,true_negative,,alpha_beta_hydrolase,,UniProt,afdb,,Q6GNY7.pdb,
A0A2P1GIW2,true_negative,,alpha_beta_hydrolase,,UniProt,afdb,,A0A2P1GIW2.pdb,
Q8U671,true_negative,,alpha_beta_hydrolase,,UniProt,afdb,,Q8U671.pdb,
Q8FK82,true_negative,,alpha_beta_hydrolase,,UniProt,afdb,,Q8FK82.pdb,
B1JHZ5,true_negative,,alpha_beta_hydrolase,,UniProt,afdb,,B1JHZ5.pdb,
Q9KNL4,true_negative,,alpha_beta_hydrolase,,UniProt,afdb,,Q9KNL4.pdb,
B5FK97,true_negative,,alpha_beta_hydrolase,,UniProt,afdb,,B5FK97.pdb,
Q6DRD9,true_negative,,alpha_beta_hydrolase,,UniProt,afdb,,Q6DRD9.pdb,
Q9SMN0,true_negative,,alpha_beta_hydrolase,,UniProt,afdb,,Q9SMN0.pdb,
Q9W0H3,true_negative,,alpha_beta_hydrolase,,UniProt,afdb,,Q9W0H3.pdb,
P14686,true_negative,,alpha_beta_hydrolase,,UniProt,afdb,,P14686.pdb,
B8NCM8,true_negative,,alpha_beta_hydrolase,,UniProt,afdb,,B8NCM8.pdb,
P75092,true_negative,,alpha_beta_hydrolase,,UniProt,afdb,,P75092.pdb,
A0A6J4B5J2,true_negative,,thioredoxin_fold,,UniProt,afdb,,A0A6J4B5J2.pdb,
Q7WDP8,true_negative,,thioredoxin_fold,,UniProt,afdb,,Q7WDP8.pdb,
P51781,true_negative,,thioredoxin_fold,,UniProt,afdb,,P51781.pdb,
Q9VSL3,true_negative,,thioredoxin_fold,,UniProt,afdb,,Q9VSL3.pdb,
Q08392,true_negative,,thioredoxin_fold,,UniProt,afdb,,Q08392.pdb,
Q9Z339,true_negative,,thioredoxin_fold,,UniProt,afdb,,Q9Z339.pdb,
P18035,true_negative,,thioredoxin_fold,,UniProt,afdb,,P18035.pdb,
P0A4L6,true_negative,,thioredoxin_fold,,UniProt,afdb,,P0A4L6.pdb,
A0A5C1DUY5,true_negative,,thioredoxin_fold,,UniProt,afdb,,A0A5C1DUY5.pdb,
Q6IRC8,true_negative,,thioredoxin_fold,,UniProt,afdb,,Q6IRC8.pdb,
P30102,true_negative,,thioredoxin_fold,,UniProt,afdb,,P30102.pdb,
Q9KQE9,true_negative,,thioredoxin_fold,,UniProt,afdb,,Q9KQE9.pdb,
O74887,true_negative,,thioredoxin_fold,,UniProt,afdb,,O74887.pdb,
Q86SX6,true_negative,,thioredoxin_fold,,UniProt,afdb,,Q86SX6.pdb,
P91252,true_negative,,thioredoxin_fold,,UniProt,afdb,,P91252.pdb,
P0A252,true_negative,,thioredoxin_fold,,UniProt,afdb,,P0A252.pdb,
Q8C0L0,true_negative,,thioredoxin_fold,,UniProt,afdb,,Q8C0L0.pdb,
P34345,true_negative,,thioredoxin_fold,,UniProt,afdb,,P34345.pdb,
Q8IFW4,true_negative,,thioredoxin_fold,,UniProt,afdb,,Q8IFW4.pdb,
Q0J3L4,true_negative,,thioredoxin_fold,,UniProt,afdb,,Q0J3L4.pdb,
P80031,true_negative,,thioredoxin_fold,,UniProt,afdb,,P80031.pdb,
Q9HJL3,true_negative,,thioredoxin_fold,,UniProt,afdb,,Q9HJL3.pdb,
P46425,true_negative,,thioredoxin_fold,,UniProt,afdb,,P46425.pdb,
P0AC60,true_negative,,thioredoxin_fold,,UniProt,afdb,,P0AC60.pdb,
Q923X4,true_negative,,thioredoxin_fold,,UniProt,afdb,,Q923X4.pdb,
P9WLE6,true_negative,,thioredoxin_fold,,UniProt,afdb,,P9WLE6.pdb,
Q99N89,true_negative,,thioredoxin_fold,,UniProt,afdb,,Q99N89.pdb,
P45207,true_negative,,thioredoxin_fold,,UniProt,afdb,,P45207.pdb,
O02621,true_negative,,thioredoxin_fold,,UniProt,afdb,,O02621.pdb,
Q9VG95,true_negative,,thioredoxin_fold,,UniProt,afdb,,Q9VG95.pdb,
O81332,true_negative,,thioredoxin_fold,,UniProt,afdb,,O81332.pdb,
Q7VLK4,true_negative,,thioredoxin_fold,,UniProt,afdb,,Q7VLK4.pdb,
Q6DFS0,true_negative,,thioredoxin_fold,,UniProt,afdb,,Q6DFS0.pdb,
Q11183,true_negative,,thioredoxin_fold,,UniProt,afdb,,Q11183.pdb,
P56598,true_negative,,thioredoxin_fold,,UniProt,afdb,,P56598.pdb,
P0ACA1,true_negative,,thioredoxin_fold,,UniProt,afdb,,P0ACA1.pdb,
Q4WQZ2,true_negative,,thioredoxin_fold,,UniProt,afdb,,Q4WQZ2.pdb,
Q9ZEB4,true_negative,,thioredoxin_fold,,UniProt,afdb,,Q9ZEB4.pdb,
B3LLK7,true_negative,,thioredoxin_fold,,UniProt,afdb,,B3LLK7.pdb,
Q06398,true_negative,,thioredoxin_fold,,UniProt,afdb,,Q06398.pdb,
Q7RTV5,true_negative,,thioredoxin_fold,,UniProt,afdb,,Q7RTV5.pdb,
O08368,true_negative,,thioredoxin_fold,,UniProt,afdb,,O08368.pdb,
Q8K581,true_negative,,thioredoxin_fold,,UniProt,afdb,,Q8K581.pdb,
Q8TB36,true_negative,,thioredoxin_fold,,UniProt,afdb,,Q8TB36.pdb,
Q96468,true_negative,,thioredoxin_fold,,UniProt,afdb,,Q96468.pdb,
Q5RC63,true_negative,,thioredoxin_fold,,UniProt,afdb,,Q5RC63.pdb,
P40581,true_negative,,thioredoxin_fold,,UniProt,afdb,,P40581.pdb,
P45111,true_negative,,thioredoxin_fold,,UniProt,afdb,,P45111.pdb,
O04986,true_negative,,globin_fold,,UniProt,afdb,,O04986.pdb,
P30562,true_negative,,globin_fold,,UniProt,afdb,,P30562.pdb,
P11343,true_negative,,globin_fold,,UniProt,afdb,,P11343.pdb,
A2XE99,true_negative,,globin_fold,,UniProt,afdb,,A2XE99.pdb,
P24232,true_negative,,globin_fold,,UniProt,afdb,,P24232.pdb,
Q9KMY3,true_negative,,globin_fold,,UniProt,afdb,,Q9KMY3.pdb,
Q7LZM2,true_negative,,globin_fold,,UniProt,afdb,,Q7LZM2.pdb,
P02192,true_negative,,globin_fold,,UniProt,afdb,,P02192.pdb,
P02145,true_negative,,globin_fold,,UniProt,afdb,,P02145.pdb,
P04247,true_negative,,globin_fold,,UniProt,afdb,,P04247.pdb,
Q42665,true_negative,,globin_fold,,UniProt,afdb,,Q42665.pdb,
I1LJI1,true_negative,,globin_fold,,UniProt,afdb,,I1LJI1.pdb,
P84297,true_negative,,globin_fold,,UniProt,afdb,,P84297.pdb,
P02178,true_negative,,globin_fold,,UniProt,afdb,,P02178.pdb,
Q09240,true_negative,,globin_fold,,UniProt,afdb,,Q09240.pdb,
P68084,true_negative,,globin_fold,,UniProt,afdb,,P68084.pdb,
P02148,true_negative,,globin_fold,,UniProt,afdb,,P02148.pdb,
P02161,true_negative,,globin_fold,,UniProt,afdb,,P02161.pdb,
Q88PP0,true_negative,,globin_fold,,UniProt,afdb,,Q88PP0.pdb,
P62734,true_negative,,globin_fold,,UniProt,afdb,,P62734.pdb,
C0HKB7,true_negative,,globin_fold,,UniProt,afdb,,C0HKB7.pdb,
P80018,true_negative,,globin_fold,,UniProt,afdb,,P80018.pdb,
Q42831,true_negative,,globin_fold,,UniProt,afdb,,Q42831.pdb,
P02207,true_negative,,globin_fold,,UniProt,afdb,,P02207.pdb,
Q0KIY6,true_negative,,globin_fold,,UniProt,afdb,,Q0KIY6.pdb,
Q0KIY9,true_negative,,globin_fold,,UniProt,afdb,,Q0KIY9.pdb,
Q18086,true_negative,,globin_fold,,UniProt,afdb,,Q18086.pdb,
P41261,true_negative,,globin_fold,,UniProt,afdb,,P41261.pdb,
P02151,true_negative,,globin_fold,,UniProt,afdb,,P02151.pdb,
P12548,true_negative,,globin_fold,,UniProt,afdb,,P12548.pdb,
P25165,true_negative,,globin_fold,,UniProt,afdb,,P25165.pdb,
P15161,true_negative,,globin_fold,,UniProt,afdb,,P15161.pdb,
P02229,true_negative,,globin_fold,,UniProt,afdb,,P02229.pdb,
Q9NPG2,true_negative,,globin_fold,,UniProt,afdb,,Q9NPG2.pdb,
P68169,true_negative,,globin_fold,,UniProt,afdb,,P68169.pdb,
P86881,true_negative,,globin_fold,,UniProt,afdb,,P86881.pdb,
Q7MH09,true_negative,,globin_fold,,UniProt,afdb,,Q7MH09.pdb,
P08054,true_negative,,globin_fold,,UniProt,afdb,,P08054.pdb,
P02184,true_negative,,globin_fold,,UniProt,afdb,,P02184.pdb,
P04250,true_negative,,globin_fold,,UniProt,afdb,,P04250.pdb,
P02239,true_negative,,globin_fold,,UniProt,afdb,,P02239.pdb,
P02208,true_negative,,globin_fold,,UniProt,afdb,,P02208.pdb,
P02185,true_negative,,globin_fold,,UniProt,afdb,,P02185.pdb,
Q8DCU2,true_negative,,globin_fold,,UniProt,afdb,,Q8DCU2.pdb,
Q7M419,true_negative,,globin_fold,,UniProt,afdb,,Q7M419.pdb,
Q7M413,true_negative,,globin_fold,,UniProt,afdb,,Q7M413.pdb,
P29245,true_negative,,globin_fold,,UniProt,afdb,,P29245.pdb,
P02203,true_negative,,globin_fold,,UniProt,afdb,,P02203.pdb,
P00714,true_negative,,lysozyme_like,,UniProt,afdb,,P00714.pdb,
Q8IXA5,true_negative,,lysozyme_like,,UniProt,afdb,,Q8IXA5.pdb,
Q9D9X8,true_negative,,lysozyme_like,,UniProt,afdb,,Q9D9X8.pdb,
C1IIX1,true_negative,,lysozyme_like,,UniProt,afdb,,C1IIX1.pdb,
A2AE20,true_negative,,lysozyme_like,,UniProt,afdb,,A2AE20.pdb,
A6QQ77,true_negative,,lysozyme_like,,UniProt,afdb,,A6QQ77.pdb,
B6VH75,true_negative,,lysozyme_like,,UniProt,afdb,,B6VH75.pdb,
B6VH76,true_negative,,lysozyme_like,,UniProt,afdb,,B6VH76.pdb,
B6VH77,true_negative,,lysozyme_like,,UniProt,afdb,,B6VH77.pdb,
B6VH79,true_negative,,lysozyme_like,,UniProt,afdb,,B6VH79.pdb,
Q32PD6,true_negative,,lysozyme_like,,UniProt,afdb,,Q32PD6.pdb,
Q96QH8,true_negative,,lysozyme_like,,UniProt,afdb,,Q96QH8.pdb,
Q54F36,true_negative,,lysozyme_like,,UniProt,afdb,,Q54F36.pdb,
